ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
678	2	0	1	0.000000	159.500000	157.500000	0.000000	0.000000	0	74	0
679	36641	0	0	0.000000	70.533282	68.368331	0.000000	0.000000	0	7451	0
680	21	1	1	0.000000	81.857143	81.857143	0.000000	0.000000	0	46	0
681	25	1	1	0.000000	80.600000	79.480000	0.000000	0.000000	0	52	0
682	1	1	2	0.000000	138.000000	136.000000	0.000000	0.000000	0	71	0
683	2	1	1	0.000000	63.500000	63.500000	0.000000	0.000000	0	33	0
684	33	1	1	0.000000	60.939394	60.333333	0.000000	0.000000	0	42	0
685	1	1	0	0.000000	191.000000	189.000000	0.000000	0.000000	0	100	0
686	3	3	2	0.000000	302.000000	246.000000	0.000000	0.000000	0	186	0
687	1	1	1	0.000000	94.000000	93.000000	0.000000	0.000000	0	50	0
688	50	1	2	0.000000	87.700000	86.260000	0.000000	0.000000	0	94	0
689	1	1	4	0.000000	559.000000	399.000000	0.000000	0.000000	0	282	0
690	39	1	1	0.000000	83.384615	82.076923	0.000000	0.000000	0	50	0
691	8	1	1	0.000000	65.000000	65.000000	0.000000	0.000000	0	37	0
692	23	1	1	0.000000	86.260870	86.260870	0.000000	0.000000	0	77	0
693	3592	0	1	0.000000	59.803452	57.767539	0.000000	0.000000	0	630	0
694	1	2	1	0.000000	630.000000	617.000000	0.000000	0.000000	0	308	0
695	1	4	1	0.000000	547.000000	538.000000	0.000000	0.000000	0	265	0
696	1	2	1	0.000000	247.000000	242.000000	0.000000	0.000000	0	122	0
697	1	1	2	0.000000	165.000000	165.000000	0.000000	0.000000	0	83	0
698	1	1	2	0.000000	256.000000	256.000000	0.000000	0.000000	0	122	0
699	2	0	0	0.000000	178.000000	2.000000	0.000000	0.000000	0	52	0
700	25636	1	0	0.000000	68.720783	66.567834	0.000000	0.000000	0	5028	0
701	3	0	0	0.000000	163.666667	161.333333	0.000000	0.000000	0	83	0
702	3954	0	0	0.000000	74.359889	71.696763	0.000000	0.000000	0	943	0
703	4	2	1	0.000000	212.500000	212.500000	0.000000	0.000000	0	114	0
704	1	0	1	0.000000	169.000000	169.000000	0.000000	0.000000	0	79	0
705	2	1	2	0.000000	366.500000	107.000000	0.000000	0.000000	0	132	0
706	6	2	1	0.000000	119.000000	119.000000	0.000000	0.000000	0	59	0
707	3	1	1	0.000000	163.000000	161.333333	0.000000	0.000000	0	76	0
708	3	0	1	0.000000	167.333333	163.666667	0.000000	0.000000	0	79	0
709	1	0	0	0.000000	140.000000	140.000000	0.000000	0.000000	0	75	0
710	45	1	1	0.000000	175.000000	138.133333	0.000000	0.000000	0	146	0
711	1	2	2	0.000000	426.000000	333.000000	0.000000	0.000000	0	172	0
712	16	1	1	0.000000	175.000000	173.187500	0.000000	0.000000	0	130	0
713	3	0	2	0.000000	272.333333	198.666667	0.000000	0.000000	0	133	0
714	3	0	0	0.000000	138.000000	137.000000	0.000000	0.000000	0	71	0
715	9	0	0	0.000000	98.777778	98.777778	0.000000	0.000000	0	52	0
716	8	0	0	0.000000	156.750000	151.625000	0.000000	0.000000	0	76	0
717	2	0	0	0.000000	110.000000	110.000000	0.000000	0.000000	0	58	0
718	90501	0	0	0.000000	69.003260	66.975459	0.000000	0.000000	0	17688	0
719	111	1	1	0.000000	174.225225	158.477477	0.000000	0.000000	0	133	0
720	11917	0	0	0.000000	65.241420	63.303096	0.000000	0.000000	0	2234	0
721	24	1	1	0.000000	85.000000	84.958333	0.000000	0.000000	0	45	0
722	1	1	2	0.000000	229.000000	226.000000	0.000000	0.000000	0	112	0
723	10	1	2	0.000000	303.900000	85.600000	0.000000	0.000000	0	154	0
724	4	1	2	0.000000	1021.750000	247.750000	0.000000	0.000000	0	445	0
725	1	1	2	0.000000	1367.000000	284.000000	0.000000	0.000000	0	1043	0
726	19	1	1	0.000000	76.526316	74.947368	0.000000	0.000000	0	75	0
727	3	2	1	0.000000	100.000000	100.000000	0.000000	0.000000	0	57	0
728	6	1	0	0.000000	89.500000	88.500000	0.000000	0.000000	0	72	0
729	2	1	2	0.000000	242.000000	240.500000	0.000000	0.000000	0	105	0
730	1	2	1	0.000000	197.000000	197.000000	0.000000	0.000000	0	90	0
731	1	2	2	0.000000	172.000000	172.000000	0.000000	0.000000	0	85	0
732	45	1	1	0.000000	107.155556	105.666667	0.000000	0.000000	0	63	0
733	2178	0	1	0.000000	65.170340	63.671717	0.000000	0.000000	0	445	0
734	32	2	1	0.000000	154.625000	142.656250	0.000000	0.000000	0	84	0
735	35	1	1	0.000000	82.485714	81.942857	0.000000	0.000000	0	48	0
736	79	1	2	0.000000	138.810127	110.506329	0.000000	0.000000	0	100	0
737	988	2	2	0.000000	142.182186	124.555668	0.000000	0.000000	0	463	0
738	3	1	1	0.000000	87.000000	87.000000	0.000000	0.000000	0	44	0
739	21936	1	0	0.000000	71.932303	69.591311	0.000000	0.000000	0	4553	0
740	41	1	1	0.000000	63.560976	63.048780	0.000000	0.000000	0	42	0
741	265	0	0	0.000000	105.230189	97.177358	0.000000	0.000000	0	198	0
742	3	2	0	0.000000	137.666667	133.000000	0.000000	0.000000	0	68	0
743	48	1	1	0.000000	77.625000	76.083333	0.000000	0.000000	0	44	0
744	16	0	2	0.000000	141.875000	140.062500	0.000000	0.000000	0	67	0
745	25	0	0	0.000000	103.800000	100.360000	0.000000	0.000000	0	65	0
746	22	0	2	0.000000	150.636364	149.772727	0.000000	0.000000	0	85	0
747	141	2	0	0.000000	142.801418	122.042553	0.000000	0.000000	0	162	0
748	27	1	1	0.000000	104.703704	46.185185	0.000000	0.000000	0	58	0
749	27	2	2	0.000000	173.703704	169.814815	0.000000	0.000000	0	108	0
750	39	1	1	0.000000	94.435897	92.692308	0.000000	0.000000	0	49	0
751	36	0	2	0.000000	183.611111	180.444444	0.000000	0.000000	0	103	0
752	9	2	0	0.000000	180.666667	180.666667	0.000000	0.000000	0	86	0
753	44	1	1	0.000000	88.522727	88.477273	0.000000	0.000000	0	55	0
754	44	1	1	0.000000	46.340909	45.431818	0.000000	0.000000	0	27	0
755	76	0	2	0.000000	125.289474	84.157895	0.000000	0.000000	0	74	0
756	78	2	0	0.000000	114.769231	93.871795	0.000000	0.000000	0	85	0
757	60	0	0	0.000000	151.850000	91.900000	0.000000	0.000000	0	102	0
758	18	0	0	0.000000	104.944444	96.277778	0.000000	0.000000	0	65	0
759	3	0	0	0.000000	122.333333	120.333333	0.000000	0.000000	0	55	0
760	14	0	0	0.000000	177.000000	175.571429	0.000000	0.000000	0	93	0
761	3776	0	0	0.000000	49.890625	47.951271	0.000000	0.000000	0	708	0
762	12	1	0	0.000000	79.250000	77.666667	0.000000	0.000000	0	51	0
763	686	1	2	0.000000	193.529155	179.339650	0.000000	0.000000	0	561	0
764	256	2	2	0.000000	276.585938	206.335938	0.000000	0.000000	0	363	0
765	11	1	1	0.000000	242.363636	165.909091	0.000000	0.000000	0	133	0
766	627	1	2	0.000000	250.409888	220.224880	0.000000	0.000000	0	596	0
767	134	0	1	0.000000	92.738806	91.865672	0.000000	0.000000	0	142	0
768	3521	1	1	0.000000	52.602386	36.898608	0.000000	0.000000	0	730	0
769	24	2	1	0.000000	76.958333	76.500000	0.000000	0.000000	0	60	0
770	15	0	1	0.000000	72.666667	71.933333	0.000000	0.000000	0	64	0
771	211	2	2	0.000000	164.649289	143.900474	0.000000	0.000000	0	272	0
772	9	0	0	0.000000	141.000000	139.444444	0.000000	0.000000	0	75	0
773	4	0	0	0.000000	117.250000	81.000000	0.000000	0.000000	0	52	0
774	285	2	2	0.000000	214.098246	181.263158	0.000000	0.000000	0	316	0
775	21	1	1	0.000000	84.761905	84.095238	0.000000	0.000000	0	54	0
776	3	2	2	0.000000	351.333333	337.666667	0.000000	0.000000	0	184	0
777	45	1	1	0.000000	88.777778	49.666667	0.000000	0.000000	0	52	0
778	12	2	0	0.000000	163.750000	162.166667	0.000000	0.000000	0	91	0
779	283	2	1	0.000000	135.653710	111.003534	0.000000	0.000000	0	292	0
780	21	1	1	0.000000	144.190476	140.380952	0.000000	0.000000	0	85	0
781	20	0	1	0.000000	147.450000	143.350000	0.000000	0.000000	0	95	0
782	4	2	2	0.000000	543.500000	266.250000	0.000000	0.000000	0	306	0
783	246	1	1	0.000000	119.142276	116.321138	0.000000	0.000000	0	192	0
784	3	2	2	0.000000	223.666667	219.000000	0.000000	0.000000	0	115	0
785	2	2	2	0.000000	464.500000	451.500000	0.000000	0.000000	0	239	0
786	35	2	1	0.000000	474.200000	254.657143	0.000000	0.000000	0	342	0
787	44	1	1	0.000000	92.204545	90.295455	0.000000	0.000000	0	69	0
788	235	2	0	0.000000	105.425532	103.280851	0.000000	0.000000	0	156	0
789	28	0	1	0.000000	80.000000	57.500000	0.000000	0.000000	0	77	0
790	16	1	2	0.000000	223.562500	134.062500	0.000000	0.000000	0	121	0
791	195	0	2	0.000000	147.671795	91.671795	0.000000	0.000000	0	215	0
792	22	1	1	0.000000	189.090909	147.772727	0.000000	0.000000	0	111	0
793	165	2	2	0.000000	425.563636	359.830303	0.000000	0.000000	0	401	0
794	14	1	1	0.000000	215.571429	201.857143	0.000000	0.000000	0	107	0
795	21	2	2	0.000000	250.380952	119.333333	0.000000	0.000000	0	142	0
796	47878	0	1	0.000000	66.656982	64.768704	0.000000	0.000000	0	9044	0
797	19	1	2	0.000000	149.105263	93.368421	0.000000	0.000000	0	107	0
798	3	1	1	0.000000	61.000000	61.000000	0.000000	0.000000	0	26	0
799	12	2	2	0.000000	505.083333	106.250000	0.000000	0.000000	0	203	0
800	3	1	2	0.000000	647.666667	130.333333	0.000000	0.000000	0	229	0
801	3	0	0	0.000000	147.000000	69.000000	0.000000	0.000000	0	44	0
802	2	1	2	0.000000	220.000000	217.000000	0.000000	0.000000	0	129	0
803	1	1	3	0.000000	481.000000	479.000000	0.000000	0.000000	0	243	0
804	1	2	1	0.000000	259.000000	181.000000	0.000000	0.000000	0	130	0
805	17	1	1	0.000000	2423.764706	2254.647059	0.000000	0.000000	0	1285	0
806	9	1	2	0.000000	2515.888889	2481.555556	0.000000	0.000000	0	1263	0
807	12	2	2	0.000000	3067.083333	2330.500000	0.000000	0.000000	0	1557	0
808	11	1	1	0.000000	2328.454545	1902.181818	0.000000	0.000000	0	1261	0
809	115	2	2	0.000000	2751.069565	2132.626087	0.000000	0.000000	0	2233	0
810	9061	2	0	0.000000	73.705662	72.006953	0.000000	0.000000	0	1917	0
811	49	1	1	0.000000	66.714286	65.734694	0.000000	0.000000	0	44	0
812	67	0	2	0.000000	55.955224	55.283582	0.000000	0.000000	0	71	0
813	1	2	1	0.000000	411.000000	406.000000	0.000000	0.000000	0	210	0
814	2	0	1	0.000000	161.500000	160.500000	0.000000	0.000000	0	106	0
815	220	0	0	0.000000	106.159091	104.386364	0.000000	0.000000	0	196	0
816	3267	0	0	0.000000	64.406795	62.465871	0.000000	0.000000	0	638	0
817	13210	0	0	0.000000	70.289251	67.769871	0.000000	0.000000	0	2626	0
818	1609	2	2	0.000000	629.844624	480.637663	0.000000	0.000000	0	3189	0
819	1616	1	2	0.000000	238.934406	205.594059	0.000000	0.000000	0	1243	0
820	11940	0	1	0.000000	68.144221	66.014657	0.000000	0.000000	0	2352	0
821	23	1	1	0.000000	72.173913	71.478261	0.000000	0.000000	0	39	0
822	7	1	2	0.000000	796.142857	137.714286	0.000000	0.000000	0	339	0
823	3	1	1	0.000000	62.666667	62.666667	0.000000	0.000000	0	30	0
824	3	1	2	0.000000	126.666667	126.666667	0.000000	0.000000	0	75	0
825	2	1	0	0.000000	162.500000	162.500000	0.000000	0.000000	0	83	0
826	1	2	2	0.000000	212.000000	123.000000	0.000000	0.000000	0	63	0
827	20	1	1	0.000000	56.650000	55.600000	0.000000	0.000000	0	34	0
828	3	2	2	0.000000	144.000000	140.000000	0.000000	0.000000	0	69	0
829	2	1	1	0.000000	95.000000	90.500000	0.000000	0.000000	0	67	0
830	1	1	2	0.000000	297.000000	290.000000	0.000000	0.000000	0	151	0
831	34	1	1	0.000000	82.382353	80.705882	0.000000	0.000000	0	85	0
832	1	0	1	0.000000	161.000000	90.000000	0.000000	0.000000	0	80	0
833	2	1	1	0.000000	112.500000	112.500000	0.000000	0.000000	0	74	0
834	4	0	0	0.000000	117.250000	115.000000	0.000000	0.000000	0	59	0
835	51	0	0	0.000000	146.549020	142.411765	0.000000	0.000000	0	91	0
836	2	0	0	0.000000	162.000000	158.000000	0.000000	0.000000	0	81	0
837	10	0	0	0.000000	135.000000	132.100000	0.000000	0.000000	0	70	0
838	2	0	0	0.000000	152.500000	151.500000	0.000000	0.000000	0	71	0
839	16	0	0	0.000000	134.750000	131.312500	0.000000	0.000000	0	70	0
840	7	0	0	0.000000	161.428571	159.142857	0.000000	0.000000	0	77	0
841	20	0	0	0.000000	127.350000	124.250000	0.000000	0.000000	0	70	0
842	1	0	0	0.000000	151.000000	149.000000	0.000000	0.000000	0	76	0
843	1	0	1	0.000000	146.000000	144.000000	0.000000	0.000000	0	75	0
844	2	0	0	0.000000	149.000000	148.000000	0.000000	0.000000	0	88	0
845	4	1	0	0.000000	121.750000	117.250000	0.000000	0.000000	0	55	0
846	63393	1	1	0.000000	76.936381	19.786017	0.000000	0.000000	0	14000	0
847	11	1	2	0.000000	798.272727	407.000000	0.000000	0.000000	0	484	0
848	8	1	0	0.000000	242.375000	178.500000	0.000000	0.000000	0	196	0
849	2	1	2	0.000000	822.500000	260.500000	0.000000	0.000000	0	417	0
850	28	1	1	0.000000	97.821429	93.392857	0.000000	0.000000	0	192	0
851	22678	1	1	0.000000	82.051856	79.274451	0.000000	0.000000	0	5336	0
852	1	1	2	0.000000	555.000000	554.000000	0.000000	0.000000	0	257	0
853	7	0	1	0.000000	92.714286	92.714286	0.000000	0.000000	0	64	0
854	1	0	0	0.000000	119.000000	51.000000	0.000000	0.000000	0	62	0
855	2	1	1	0.000000	117.500000	114.000000	0.000000	0.000000	0	59	0
856	32	1	2	0.000000	120.593750	55.218750	0.000000	0.000000	0	68	0
857	2	1	2	0.000000	479.000000	217.000000	0.000000	0.000000	0	227	0
858	1	1	3	0.000000	2038.000000	435.000000	0.000000	0.000000	0	765	0
859	1	0	0	0.000000	201.000000	86.000000	0.000000	0.000000	0	98	0
860	3	2	1	0.000000	411.000000	398.333333	0.000000	0.000000	0	206	0
861	10	2	1	0.000000	366.300000	355.700000	0.000000	0.000000	0	199	0
862	6	2	1	0.000000	342.000000	317.833333	0.000000	0.000000	0	183	0
863	20	1	1	0.000000	180.950000	123.700000	0.000000	0.000000	0	100	0
864	3	2	2	0.000000	321.666667	196.666667	0.000000	0.000000	0	185	0
865	4	2	1	0.000000	179.750000	130.250000	0.000000	0.000000	0	92	0
866	21	2	1	0.000000	106.761905	73.380952	0.000000	0.000000	0	58	0
867	16	1	1	0.000000	61.000000	61.000000	0.000000	0.000000	0	33	0
868	41	1	1	0.000000	248.853659	123.756098	0.000000	0.000000	0	139	0
869	29	2	1	0.000000	226.793103	165.206897	0.000000	0.000000	0	122	0
870	6	2	1	0.000000	167.666667	82.500000	0.000000	0.000000	0	84	0
871	35	1	1	0.000000	81.600000	79.028571	0.000000	0.000000	0	51	0
872	1	1	2	0.000000	193.000000	192.000000	0.000000	0.000000	0	88	0
873	1	1	2	0.000000	272.000000	270.000000	0.000000	0.000000	0	122	0
874	1	1	2	0.000000	326.000000	324.000000	0.000000	0.000000	0	146	0
875	2	0	1	0.000000	205.000000	204.500000	0.000000	0.000000	0	121	0
876	1	0	0	0.000000	172.000000	170.000000	0.000000	0.000000	0	89	0
877	31483	1	0	0.000000	78.652225	22.399994	0.000000	0.000000	0	7095	0
878	1	0	1	0.000000	165.000000	163.000000	0.000000	0.000000	0	75	0
879	22	1	1	0.000000	95.181818	89.727273	0.000000	0.000000	0	54	0
880	1	2	1	0.000000	188.000000	2.000000	0.000000	0.000000	0	44	0
881	18377	0	0	0.000000	77.437286	74.885455	0.000000	0.000000	0	4080	0
882	6	1	1	0.000000	192.333333	192.333333	0.000000	0.000000	0	40	0
883	70	0	0	0.000000	177.242857	174.400000	0.000000	0.000000	0	112	0
884	137	1	1	0.000000	166.715328	143.861314	0.000000	0.000000	0	165	0
885	1	0	0	0.000000	168.000000	166.000000	0.000000	0.000000	0	75	0
886	1	0	0	0.000000	172.000000	80.000000	0.000000	0.000000	0	41	0
887	114	2	1	0.000000	2044.719298	1534.508772	0.000000	0.000000	0	1745	0
888	35781	0	1	0.000000	80.233420	77.458064	0.000000	0.000000	0	8222	0
889	29	2	1	0.000000	49.655172	49.655172	0.000000	0.000000	0	57	0
890	9	1	1	0.000000	69.777778	69.777778	0.000000	0.000000	0	40	0
891	8	0	2	0.000000	127.875000	126.875000	0.000000	0.000000	0	70	0
892	1	0	0	0.000000	187.000000	180.000000	0.000000	0.000000	0	88	0
893	2	0	0	0.000000	146.000000	146.000000	0.000000	0.000000	0	69	0
894	118	2	1	0.000000	190.500000	150.440678	0.000000	0.000000	0	180	0
895	14892	1	1	0.000000	65.747314	9.804526	0.000000	0.000000	0	2957	0
896	1	2	1	0.000000	136.000000	134.000000	0.000000	0.000000	0	69	0
897	1	0	0	0.000000	149.000000	147.000000	0.000000	0.000000	0	83	0
898	11629	1	0	0.000000	69.552842	58.710465	0.000000	0.000000	0	2300	0
899	14293	0	0	0.000000	69.337788	67.343525	0.000000	0.000000	0	2799	0
900	4	0	0	0.000000	104.250000	98.250000	0.000000	0.000000	0	48	0
901	4	0	0	0.000000	118.250000	116.250000	0.000000	0.000000	0	56	0
902	4	0	0	0.000000	134.000000	133.000000	0.000000	0.000000	0	71	0
903	1	3	1	0.000000	189.000000	187.000000	0.000000	0.000000	0	99	0
904	10	0	0	0.000000	113.800000	61.200000	0.000000	0.000000	0	70	0
905	10	0	0	0.000000	88.000000	74.100000	0.000000	0.000000	0	92	0
906	18920	1	0	0.000000	69.049630	66.478171	0.000000	0.000000	0	3824	0
907	3	1	0	0.000000	60.666667	59.666667	0.000000	0.000000	0	35	0
908	6	1	1	0.000000	57.500000	57.500000	0.000000	0.000000	0	32	0
909	1	0	2	0.000000	146.000000	141.000000	0.000000	0.000000	0	82	0
910	6501	1	0	0.000000	74.426242	72.045685	0.000000	0.000000	0	1456	0
911	8401	0	0	0.000000	66.127366	64.385787	0.000000	0.000000	0	1644	0
912	3	3	1	0.000000	262.000000	258.000000	0.000000	0.000000	0	138	0
913	42	1	1	0.000000	77.714286	76.214286	0.000000	0.000000	0	45	0
914	2	1	1	0.000000	166.000000	166.000000	0.000000	0.000000	0	88	0
915	14	1	0	0.000000	77.500000	71.642857	0.000000	0.000000	0	43	0
916	1	1	1	0.000000	76.000000	76.000000	0.000000	0.000000	0	37	0
917	2	1	2	0.000000	524.000000	110.500000	0.000000	0.000000	0	111	0
918	4	0	0	0.000000	119.500000	117.000000	0.000000	0.000000	0	65	0
919	1	3	1	0.000000	1078.000000	249.000000	0.000000	0.000000	0	549	0
920	1	4	1	0.000000	544.000000	174.000000	0.000000	0.000000	0	277	0
921	21	1	1	0.000000	50.238095	49.809524	0.000000	0.000000	0	61	0
922	1	0	0	0.000000	130.000000	64.000000	0.000000	0.000000	0	65	0
923	1	0	0	0.000000	167.000000	167.000000	0.000000	0.000000	0	77	0
924	1	0	0	0.000000	149.000000	87.000000	0.000000	0.000000	0	39	0
925	1	1	2	0.000000	257.000000	257.000000	0.000000	0.000000	0	134	0
926	95421	0	2	0.000000	71.123579	8.739428	0.000000	0.000000	0	19548	0
927	25	1	1	0.000000	63.920000	63.080000	0.000000	0.000000	0	37	0
928	1	1	2	0.000000	168.000000	168.000000	0.000000	0.000000	0	85	0
929	11	1	0	0.000000	165.636364	162.090909	0.000000	0.000000	0	72	0
930	7	2	1	0.000000	244.000000	171.428571	0.000000	0.000000	0	130	0
931	15	0	0	0.000000	184.333333	183.466667	0.000000	0.000000	0	98	0
932	16	1	1	0.000000	47.625000	46.375000	0.000000	0.000000	0	24	0
933	82	2	1	0.000000	179.219512	161.304878	0.000000	0.000000	0	130	0
934	8	1	1	0.000000	97.750000	97.625000	0.000000	0.000000	0	50	0
935	8	2	2	0.000000	217.625000	217.125000	0.000000	0.000000	0	115	0
936	5	1	1	0.000000	95.600000	92.600000	0.000000	0.000000	0	50	0
937	46	1	2	0.000000	175.695652	172.086957	0.000000	0.000000	0	155	0
938	69	2	2	0.000000	352.028986	232.724638	0.000000	0.000000	0	264	0
939	74	2	1	0.000000	159.391892	119.040541	0.000000	0.000000	0	175	0
940	112	1	2	0.000000	242.491071	225.330357	0.000000	0.000000	0	221	0
941	101	2	2	0.000000	355.792079	204.514851	0.000000	0.000000	0	311	0
942	42	1	1	0.000000	218.166667	212.880952	0.000000	0.000000	0	133	0
943	134	1	1	0.000000	223.000000	185.082090	0.000000	0.000000	0	176	0
944	50	2	2	0.000000	212.340000	91.040000	0.000000	0.000000	0	126	0
945	13	1	1	0.000000	167.846154	162.076923	0.000000	0.000000	0	83	0
946	6	2	2	0.000000	207.666667	201.166667	0.000000	0.000000	0	98	0
947	573	1	1	0.000000	47.122164	46.537522	0.000000	0.000000	0	170	0
948	19	2	2	0.000000	182.631579	142.894737	0.000000	0.000000	0	93	0
949	14	1	1	0.000000	153.857143	127.500000	0.000000	0.000000	0	71	0
950	81	1	2	0.000000	243.864198	127.827160	0.000000	0.000000	0	213	0
951	45	2	2	0.000000	385.422222	143.733333	0.000000	0.000000	0	238	0
952	224	1	1	0.000000	160.446429	129.000000	0.000000	0.000000	0	227	0
953	133	1	1	0.000000	144.383459	100.699248	0.000000	0.000000	0	124	0
954	19	1	2	0.000000	214.473684	83.894737	0.000000	0.000000	0	107	0
955	3	2	2	0.000000	280.666667	86.000000	0.000000	0.000000	0	135	0
956	27	2	1	0.000000	217.629630	144.814815	0.000000	0.000000	0	112	0
957	4	1	0	0.000000	149.000000	148.250000	0.000000	0.000000	0	71	0
958	26	2	2	0.000000	319.538462	159.153846	0.000000	0.000000	0	179	0
959	9	1	2	0.000000	147.666667	137.333333	0.000000	0.000000	0	68	0
960	65	2	2	0.000000	299.984615	107.353846	0.000000	0.000000	0	208	0
961	30	1	1	0.000000	78.466667	77.600000	0.000000	0.000000	0	50	0
962	12	1	2	0.000000	133.500000	89.750000	0.000000	0.000000	0	74	0
963	12	1	2	0.000000	205.583333	148.750000	0.000000	0.000000	0	114	0
964	29	2	2	0.000000	277.551724	143.137931	0.000000	0.000000	0	175	0
965	37	2	1	0.000000	219.162162	111.000000	0.000000	0.000000	0	134	0
966	39	1	2	0.000000	239.615385	124.641026	0.000000	0.000000	0	140	0
967	12	2	2	0.000000	307.583333	83.666667	0.000000	0.000000	0	154	0
968	10	2	1	0.000000	174.800000	172.800000	0.000000	0.000000	0	82	0
969	26	1	1	0.000000	84.923077	84.846154	0.000000	0.000000	0	48	0
970	76	2	2	0.000000	326.013158	149.657895	0.000000	0.000000	0	229	0
971	9	1	2	0.000000	178.666667	177.444444	0.000000	0.000000	0	96	0
972	20	2	2	0.000000	279.050000	163.450000	0.000000	0.000000	0	154	0
973	30	1	1	0.000000	150.566667	96.500000	0.000000	0.000000	0	101	0
974	8	1	2	0.000000	265.125000	262.250000	0.000000	0.000000	0	134	0
975	21	1	1	0.000000	80.428571	80.428571	0.000000	0.000000	0	45	0
976	5	2	1	0.000000	178.600000	175.600000	0.000000	0.000000	0	98	0
977	101	1	1	0.000000	84.772277	83.415842	0.000000	0.000000	0	69	0
978	4	2	2	0.000000	165.750000	165.250000	0.000000	0.000000	0	87	0
979	26	1	1	0.000000	65.269231	64.038462	0.000000	0.000000	0	30	0
980	323	1	1	0.000000	40.523220	39.783282	0.000000	0.000000	0	112	0
981	64	2	2	0.000000	345.390625	217.984375	0.000000	0.000000	0	230	0
982	3	2	1	0.000000	279.333333	275.666667	0.000000	0.000000	0	144	0
983	270	0	0	0.000000	59.085185	58.070370	0.000000	0.000000	0	62	0
984	9	0	0	0.000000	193.333333	192.888889	0.000000	0.000000	0	115	0
985	4	2	0	0.000000	189.500000	92.750000	0.000000	0.000000	0	96	0
986	3	0	1	0.000000	145.666667	143.666667	0.000000	0.000000	0	99	0
987	32	1	1	0.000000	182.812500	100.656250	0.000000	0.000000	0	109	0
988	0	1	2	Inf	Inf	Inf	Inf	Inf	0	482	0
989	51512	0	0	0.000000	75.450089	73.117507	0.000000	0.000000	0	11180	0
990	50	1	1	0.000000	66.460000	57.960000	0.000000	0.000000	0	50	0
991	1	1	2	0.000000	363.000000	267.000000	0.000000	0.000000	0	174	0
992	4	0	1	0.000000	194.500000	192.750000	0.000000	0.000000	0	152	0
993	21	1	1	0.000000	177.285714	9.000000	0.000000	0.000000	0	77	0
994	1	0	2	0.000000	338.000000	154.000000	0.000000	0.000000	0	169	0
995	3	0	0	0.000000	157.666667	153.666667	0.000000	0.000000	0	76	0
996	207	0	1	0.000000	104.473430	102.526570	0.000000	0.000000	0	136	0
997	5	1	1	0.000000	70.800000	70.800000	0.000000	0.000000	0	36	0
998	24344	0	1	0.000000	83.117935	79.970136	0.000000	0.000000	0	5791	0
999	1	3	1	0.000000	223.000000	221.000000	0.000000	0.000000	0	111	0
1000	5513	1	1	0.000000	67.474878	65.801923	0.000000	0.000000	0	1125	0
1001	573	1	1	0.000000	49.427574	48.701571	0.000000	0.000000	0	166	0
1002	1	0	0	0.000000	160.000000	159.000000	0.000000	0.000000	0	82	0
1003	2	2	0	0.000000	174.500000	174.500000	0.000000	0.000000	0	83	0
1004	2	1	1	0.000000	105.000000	105.000000	0.000000	0.000000	0	53	0
1005	1	1	3	0.000000	377.000000	260.000000	0.000000	0.000000	0	128	0
1006	45	1	1	0.000000	116.511111	114.155556	0.000000	0.000000	0	107	0
1007	5509	1	0	0.000000	85.460701	82.218370	0.000000	0.000000	0	1353	0
1008	19602	1	0	0.000000	73.790379	71.480308	0.000000	0.000000	0	4218	0
1009	13	0	0	0.000000	107.153846	105.076923	0.000000	0.000000	0	80	0
1010	11	1	1	0.000000	56.818182	56.363636	0.000000	0.000000	0	33	0
1011	1	1	2	0.000000	181.000000	181.000000	0.000000	0.000000	0	76	0
1012	5	1	1	0.000000	106.400000	98.400000	0.000000	0.000000	0	55	0
1013	36	1	1	0.000000	55.000000	53.805556	0.000000	0.000000	0	34	0
1014	1	1	2	0.000000	131.000000	131.000000	0.000000	0.000000	0	50	0
1015	15	2	1	0.000000	115.466667	90.733333	0.000000	0.000000	0	84	0
1016	6	1	1	0.000000	99.166667	99.166667	0.000000	0.000000	0	47	0
1017	8157	0	0	0.000000	78.837318	75.821503	0.000000	0.000000	0	1841	0
1018	2	2	0	0.000000	126.000000	123.000000	0.000000	0.000000	0	63	0
1019	1	2	0	0.000000	140.000000	138.000000	0.000000	0.000000	0	67	0
1020	5	1	1	0.000000	64.800000	64.800000	0.000000	0.000000	0	31	0
1021	6	1	1	0.000000	121.833333	121.833333	0.000000	0.000000	0	76	0
1022	3	0	0	0.000000	168.333333	147.000000	0.000000	0.000000	0	84	0
1023	11	0	0	0.000000	88.545455	79.272727	0.000000	0.000000	0	111	0
1024	7788	0	0	0.000000	69.617617	67.505778	0.000000	0.000000	0	1566	0
1025	6	0	0	0.000000	119.500000	118.833333	0.000000	0.000000	0	147	0
1026	3	0	0	0.000000	226.333333	109.333333	0.000000	0.000000	0	60	0
1027	13244	0	0	0.000000	75.027862	72.591211	0.000000	0.000000	0	2844	0
1028	2	0	0	0.000000	119.000000	118.000000	0.000000	0.000000	0	62	0
1029	36	1	1	0.000000	61.500000	58.833333	0.000000	0.000000	0	36	0
1030	25	2	2	0.000000	2269.640000	1347.400000	0.000000	0.000000	0	1354	0
1031	2	2	0	0.000000	88.000000	82.000000	0.000000	0.000000	0	85	0
