# BUSCO version is: 5.8.2 
# The lineage dataset is: archaea_odb12 (Creation date: 2024-11-14, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
314at2157	Missing
1798at2157	Fragmented	NODE_41_length_44791_cov_39.437601	29044	27995	-	184.0	319
1912at2157	Complete	NODE_32_length_57606_cov_39.295812	51525	52958	+	93.7	138
4116at2157	Missing
4696at2157	Complete	NODE_18_length_85840_cov_40.696849	27212	28216	+	326.8	296
5615at2157	Missing
5619at2157	Missing
5670at2157	Missing
5718at2157	Missing
5866at2157	Missing
5877at2157	Missing
5935at2157	Missing
5987at2157	Missing
6075at2157	Missing
6113at2157	Missing
6121at2157	Missing
6244at2157	Missing
6290at2157	Fragmented	NODE_1_length_276430_cov_40.515391	273984	276098	+	377.4	542
6295at2157	Missing
6379at2157	Missing
6533at2157	Missing
6575at2157	Complete	NODE_11_length_117034_cov_40.464403	74983	73820	-	280.5	375
6605at2157	Complete	NODE_9_length_123825_cov_37.296666	104494	103457	-	220.7	243
6874at2157	Complete	NODE_9_length_123825_cov_37.296666	80827	81258	+	170.1	137
7000at2157	Complete	NODE_18_length_85840_cov_40.696849	33823	34284	+	159.0	148
7144at2157	Missing
7146at2157	Missing
7259at2157	Missing
7316at2157	Missing
7375at2157	Missing
7378at2157	Missing
7506at2157	Complete	NODE_60_length_26402_cov_36.807041	22323	24953	+	519.6	777
7529at2157	Missing
7620at2157	Missing
7668at2157	Missing
7751at2157	Missing
7792at2157	Complete	NODE_18_length_85840_cov_40.696849	32875	33810	+	391.9	299
7793at2157	Missing
7798at2157	Missing
7870at2157	Missing
7902at2157	Missing
7912at2157	Missing
7927at2157	Missing
8183at2157	Missing
8293at2157	Complete	NODE_30_length_69036_cov_41.149327	28847	28089	-	263.3	239
8389at2157	Missing
8479at2157	Missing
8493at2157	Complete	NODE_5_length_138947_cov_37.421618	138010	137036	-	433.1	317
8643at2157	Missing
8644at2157	Missing
8656at2157	Missing
8658at2157	Fragmented	NODE_6_length_131096_cov_36.333598	65218	66228	+	85.7	190
8659at2157	Complete	NODE_9_length_123825_cov_37.296666	85116	86390	+	238.8	356
8680at2157	Complete	NODE_12_length_106079_cov_39.536715	85094	86392	+	433.9	367
8831at2157	Missing
8842at2157	Complete	NODE_51_length_31115_cov_42.820834	1465	1893	+	113.3	131
8904at2157	Duplicated	NODE_31_length_58399_cov_38.812466	15176	12714	-	291.5	378
8904at2157	Duplicated	NODE_7_length_130108_cov_39.332856	128476	129825	+	270.0	378
9089at2157	Complete	NODE_39_length_47213_cov_38.868135	24492	23851	-	101.9	158
9126at2157	Missing
9418at2157	Missing
9465at2157	Missing
9473at2157	Complete	NODE_21_length_83220_cov_38.326345	13568	14077	+	168.6	143
9593at2157	Missing
9863at2157	Missing
9883at2157	Complete	NODE_4_length_139564_cov_44.158667	100439	101260	+	207.5	246
9887at2157	Complete	NODE_1_length_276430_cov_40.515391	189452	190678	+	215.3	423
10058at2157	Missing
10073at2157	Missing
10127at2157	Missing
10348at2157	Missing
10382at2157	Missing
10429at2157	Missing
10470at2157	Missing
10536at2157	Complete	NODE_39_length_47213_cov_38.868135	20189	21409	+	200.0	314
10567at2157	Missing
10698at2157	Missing
10737at2157	Missing
10899at2157	Missing
10943at2157	Missing
10981at2157	Missing
11138at2157	Missing
11309at2157	Missing
11624at2157	Missing
11877at2157	Missing
12054at2157	Missing
14397at2157	Missing
15051at2157	Missing
15212at2157	Missing
15328at2157	Missing
15447at2157	Missing
17644at2157	Missing
19001at2157	Missing
19013at2157	Complete	NODE_11_length_117034_cov_40.464403	61686	61027	-	139.2	164
23569at2157	Missing
23689at2157	Missing
24205at2157	Missing
24971at2157	Missing
25735at2157	Complete	NODE_69_length_19666_cov_39.219100	5123	5776	+	160.7	222
25810at2157	Missing
27149at2157	Fragmented	NODE_2_length_157429_cov_38.171358	18375	19307	+	54.3	114
27533at2157	Missing
27944at2157	Missing
27972at2157	Missing
30537at2157	Missing
30538at2157	Missing
30559at2157	Missing
30639at2157	Missing
30658at2157	Missing
30823at2157	Complete	NODE_4_length_139564_cov_44.158667	130480	127664	-	579.6	712
30930at2157	Missing
30955at2157	Missing
30957at2157	Missing
31129at2157	Missing
31271at2157	Missing
31300at2157	Missing
31424at2157	Missing
32941at2157	Missing
33049at2157	Complete	NODE_2_length_157429_cov_38.171358	19342	20427	+	423.3	319
33250at2157	Complete	NODE_3_length_152663_cov_37.088930	25363	24506	-	196.2	262
33582at2157	Missing
33866at2157	Missing
34207at2157	Missing
35104at2157	Missing
35866at2157	Complete	NODE_8_length_126545_cov_41.885285	103745	104689	+	119.9	217
35908at2157	Missing
36608at2157	Duplicated	NODE_3_length_152663_cov_37.088930	40765	39530	-	218.7	300
36608at2157	Duplicated	NODE_14_length_92032_cov_37.540264	85249	84239	-	221.0	277
38155at2157	Missing
38238at2157	Missing
39019at2157	Missing
39139at2157	Missing
39189at2157	Missing
39992at2157	Duplicated	NODE_43_length_41508_cov_43.498876	2633	2061	-	120.4	177
39992at2157	Duplicated	NODE_22_length_80627_cov_36.893466	34709	35329	+	116.9	177
43788at2157	Complete	NODE_36_length_50779_cov_38.268459	39596	38313	-	391.7	405
44091at2157	Fragmented	NODE_30_length_69036_cov_41.149327	60678	61208	+	72.9	129
45138at2157	Missing
45154at2157	Missing
45195at2157	Complete	NODE_44_length_40808_cov_40.967724	21185	22300	+	205.1	255
45346at2157	Missing
45383at2157	Missing
45909at2157	Complete	NODE_19_length_85129_cov_38.767276	41224	40247	-	177.5	250
46081at2157	Missing
52456at2157	Missing
52479at2157	Missing
52677at2157	Missing
52769at2157	Complete	NODE_12_length_106079_cov_39.536715	83369	85006	+	635.3	482
52849at2157	Complete	NODE_34_length_53173_cov_42.168382	16490	15129	-	371.5	404
53273at2157	Missing
55506at2157	Missing
56356at2157	Missing
60264at2157	Missing
65493at2157	Missing
65887at2157	Missing
84504at2157	Missing
84643at2157	Missing
84794at2157	Missing
84933at2157	Missing
85118at2157	Complete	NODE_2_length_157429_cov_38.171358	82717	81800	-	160.9	188
85381at2157	Missing
85892at2157	Missing
94124at2157	Missing
115235at2157	Missing
117390at2157	Missing
129238at2157	Missing
146558at2157	Complete	NODE_51_length_31115_cov_42.820834	28928	27639	-	397.9	421
147673at2157	Missing
204488at2157	Missing
275101at2157	Missing
295712at2157	Missing
314984at2157	Missing
371736at2157	Missing
371754at2157	Missing
371797at2157	Missing
371812at2157	Missing
371836at2157	Missing
371856at2157	Complete	NODE_3_length_152663_cov_37.088930	81854	79821	-	387.7	444
371863at2157	Missing
371914at2157	Missing
371959at2157	Missing
371997at2157	Complete	NODE_53_length_29778_cov_36.323025	5384	4371	-	163.2	235
372008at2157	Missing
372011at2157	Missing
372044at2157	Missing
372073at2157	Missing
372100at2157	Missing
372102at2157	Complete	NODE_6_length_131096_cov_36.333598	50512	48779	-	378.4	577
372108at2157	Missing
372127at2157	Fragmented	NODE_43_length_41508_cov_43.498876	13689	13333	-	70.6	108
372134at2157	Missing
372142at2157	Missing
372177at2157	Missing
372178at2157	Missing
372188at2157	Complete	NODE_1_length_276430_cov_40.515391	142386	143879	+	270.2	267
372247at2157	Complete	NODE_29_length_69919_cov_43.020805	13074	11776	-	494.9	415
372251at2157	Complete	NODE_30_length_69036_cov_41.149327	31756	31031	-	95.3	222
372305at2157	Missing
